a,b,c,d,e,f,g,h,i,j,k,l,m
154764,191242,4897081,29.78212695,-95.44385051,29.715277,-95.491289,190570,98747,29.7703161,-94.97659605,29.733284,-94.963995
154752,34616,2300363,39.72612163,-104.9655871,39.694929,-105.020282,34243,98611,40.01343701,-105.2600395,40.006127,-105.26543
217750,115096,126850,46.35861651,-112.2305237,46.594754,-112.029055,114976,98303,45.70570413,-111.0537659,45.666756,-111.053898
121940,72105,583734,39.80353331,-86.144307,39.772231,-86.092943,72298,98118,39.63759882,-86.13604875,39.64727,-86.118399
180970,72105,1638223,39.82333781,-86.11161743,39.772231,-86.092943,69921,98082,40.19995369,-85.4029855,40.201738,-85.405604
121424,42956,394359,30.29074014,-81.64955887,30.256345,-81.777572,43059,97995,30.30350336,-81.48053505,30.310432,-81.456957
172829,136032,37901049,40.33559498,-74.78080822,40.781545,-73.94959,121744,97735,39.46028069,-75.01670374,39.485032,-75.022181
141813,136032,17165771,40.73310025,-73.92520863,40.781545,-73.94959,124273,97651,40.27955399,-74.29174821,40.311401,-74.326857
219296,3582,436221,61.1634693,-149.8786903,61.193127,-149.939098,3709,97581,64.83155223,-147.6243906,64.833301,-147.65959
133530,102693,3037440,42.43265359,-83.16011262,42.420664,-83.157255,100253,97515,42.64504373,-83.31708708,42.655303,-83.255698
89060,23343,264848,33.93733069,-117.436462,33.928188,-117.426523,23551,97495,33.85791705,-117.5738916,33.872111,-117.602054
197907,136032,132137152,39.67391852,-79.68105563,40.781545,-73.94959,86149,96989,44.40980574,-69.72980842,44.319719,-69.766126
192703,136032,118208165,39.89633074,-79.34738407,40.781545,-73.94959,216435,96781,43.74268158,-87.78333984,43.765248,-87.720851
205501,214553,112034,44.9585139,-89.64043816,44.96733,-89.640661,215932,96299,44.4485149,-89.66836107,44.531411,-89.570635
140474,171995,4446723,39.98205712,-75.15137881,39.916569,-75.159038,171003,96291,40.24731526,-75.27582284,40.246784,-75.27941
93692,60041,4602825,41.87645096,-87.74461408,41.997296,-87.65714,64490,96282,41.77513573,-87.98198356,41.775484,-87.989064
152523,207675,2855999,47.51770653,-122.2830151,47.619879,-122.324197,210313,96255,48.04564824,-122.1294484,48.050966,-122.151242
199521,136032,136227119,39.59728962,-79.7656352,40.781545,-73.94959,181579,96078,36.13017833,-85.50691133,36.174382,-85.506594
156901,219594,158188,18.0564487,-66.9795335,18.078806,-67.025458,219193,95963,18.18683466,-67.13586472,18.195606,-67.152239
96514,34616,1549693,39.74909207,-104.9517065,39.694929,-105.020282,36012,95507,39.60052351,-105.1064069,39.635406,-105.151212
174349,183521,233735,31.09903092,-97.75316374,31.105509,-97.759233,183406,95364,31.08878175,-97.40098192,31.077257,-97.358341
40743,10472,792878,37.7714341,-122.2046744,37.784163,-122.230023,12154,95247,37.94737934,-122.3453369,37.961565,-122.351296
185669,80461,1053490,38.22162778,-85.69196213,38.228209,-85.758344,80127,95178,37.77133805,-85.90938313,37.848697,-85.956534
62430,29469,210540,37.56687248,-122.3283475,37.569581,-122.329684,29634,95164,37.48111685,-122.2331168,37.476229,-122.228248
160241,10149,155128,36.13983196,-94.15222348,36.193099,-94.151812,8257,95127,36.34242497,-94.17716567,36.300745,-94.13888
127103,171995,3902556,39.97920936,-75.15151644,39.916569,-75.159038,171196,95052,40.12196457,-75.3507378,40.123134,-75.348264
192434,136032,114433427,39.79561109,-79.33942592,40.781545,-73.94959,178122,94921,33.92677551,-80.39221662,33.942119,-80.355055
168022,182838,104035,36.32665614,-82.35000147,36.320225,-82.361367,182533,94723,36.52267695,-82.52121792,36.546294,-82.551539
38432,215545,199205,43.06528086,-87.9327094,43.049693,-87.892319,215114,94329,43.00849202,-87.93657431,43.003911,-87.937716
197398,136032,131601840,39.6755773,-79.67061317,40.781545,-73.94959,86805,94241,39.59510901,-78.849145,39.639438,-78.746971
93240,33331,220945,34.19028912,-119.181158,34.170416,-119.189256,32978,93550,34.27321728,-119.225735,34.269718,-119.206003
73466,136032,12361000,40.74245617,-73.92857064,40.781545,-73.94959,123635,93287,40.52166777,-74.2804838,40.504043,-74.272996
112051,90225,1231700,39.32955262,-76.62261919,39.311695,-76.642179,86963,93041,39.15845441,-76.62230743,39.129885,-76.633594
149719,151428,1540546,41.46914682,-81.67895976,41.483619,-81.593708,155286,92869,41.44091714,-82.17267312,41.460938,-82.182322
185741,82924,672810,30.43161024,-91.0524451,30.490622,-91.133219,85372,92859,30.49612122,-90.48795952,30.51313,-90.470109
179453,12518,1258211,36.63077507,-119.6089085,36.746716,-119.747729,13738,92664,36.32720873,-119.6942264,36.336187,-119.660645
92459,54681,351430,33.79434006,-84.35984806,33.778138,-84.38445,53975,92413,33.79928806,-84.22618788,33.816681,-84.240315
185602,191242,5662490,29.79572953,-95.41733164,29.715277,-95.491289,184884,92189,29.0578518,-95.43266173,29.028031,-95.427097
84524,61994,107208,42.13695545,-87.98377564,42.146345,-87.947473,62336,92176,42.0620434,-87.96094389,42.039924,-87.964799
145884,199870,1011383,40.64765539,-111.922137,40.661939,-112.019386,199165,92087,40.88215424,-111.8872647,40.909506,-111.881817
127834,160482,571274,35.46576985,-97.54183826,35.477323,-97.540796,160893,91977,35.64220222,-97.50026938,35.645711,-97.505933
6408,123004,129217,40.75270487,-74.03841036,40.753074,-74.024718,122933,91804,40.78544751,-74.01367931,40.788489,-74.013596
190283,56434,292119,32.49516706,-84.96671489,32.493567,-84.972052,1831,91645,32.61395452,-85.44726537,32.601853,-85.476139
151266,41088,282072,28.08449758,-80.65015214,28.067995,-80.626981,41031,91476,28.34366981,-80.72811018,28.309732,-80.728571
181624,136032,49239912,40.64040937,-74.27505013,40.781545,-73.94959,173294,91419,40.71531925,-76.20413269,40.682969,-76.197895
20678,60041,1402069,41.92526519,-87.6903512,41.997296,-87.65714,62765,91341,41.85448327,-87.77173644,41.857615,-87.746815
178091,32718,231130,36.29232283,-119.3011784,36.301759,-119.31893,32826,91329,36.0985808,-119.0415927,36.07181,-119.028973
190721,49885,16568913,27.57569747,-81.28295437,27.783201,-82.632914,43762,91205,27.46634313,-81.454706,27.52369,-81.504433
146478,31645,108389,38.26336533,-122.0300392,38.262274,-122.027517,31716,90921,38.34947067,-121.969858,38.329806,-121.957675
192541,204794,166136,38.05646873,-78.46480991,38.038136,-78.49969,206416,90903,38.11010383,-78.99408631,38.069447,-78.889767
160171,28870,420153,38.00719532,-121.2991469,38.018244,-121.308641,29038,90853,37.80528058,-121.2363949,37.820339,-121.222432
171062,12518,687762,36.78716518,-119.7619834,36.746716,-119.747729,12886,90837,36.58038026,-119.49517,36.59889,-119.436618
108080,205347,105752,37.06044559,-76.44448591,37.031303,-76.454332,205116,90760,37.02363709,-76.35690596,37.027791,-76.345882
216143,115191,167951,46.86652793,-114.0676256,46.850562,-114.004571,114903,90635,48.24043766,-114.2606113,48.189005,-114.321071
45979,174688,177636,41.82071196,-71.42668569,41.798319,-71.42055,174885,90437,41.8791517,-71.38297035,41.887851,-71.397245
137790,136032,16313032,40.75400101,-73.91979333,40.781545,-73.94959,37259,90428,41.11111376,-73.41800502,41.09656,-73.419711
212401,207675,8933210,46.54373541,-122.3145269,47.619879,-122.324197,162681,90276,43.19584008,-123.353648,43.216243,-123.33495
206378,136032,204697434,37.24639344,-82.85851073,40.781545,-73.94959,131399,90236,43.98559183,-75.86647736,43.96897,-75.90521
120434,105811,1244565,44.97181288,-93.23115292,44.952841,-93.282121,104080,90183,45.17189463,-93.30638669,45.146643,-93.249971
135794,153826,1028073,39.1839066,-84.5220486,39.128925,-84.516085,153852,90054,39.08650854,-84.31950539,39.101213,-84.386456
209368,136032,219589735,37.36048488,-83.47703245,40.781545,-73.94959,109125,89849,32.36890639,-88.6990455,32.361854,-88.711742
183042,151428,5749329,40.96123163,-80.89703191,41.483619,-81.593708,154784,89804,40.38159954,-80.61744711,40.369879,-80.62238
184864,52848,296377,32.04978481,-81.14581591,32.06146,-81.095059,175633,89800,32.23723441,-80.83464018,32.24677,-80.868385
166649,34616,2572388,39.73642941,-104.9726547,39.694929,-105.020282,34368,89658,40.17385642,-105.1104093,40.182582,-105.096937
138881,180800,124064,35.98436697,-83.93423953,36.000455,-83.937753,180866,89636,35.92815454,-84.05774891,35.947439,-84.033335
88792,48362,106190,28.50109607,-81.44098734,28.48217,-81.404735,48126,89562,28.57942917,-81.46407627,28.56979,-81.456282
134513,57850,749950,21.35295245,-157.9134823,21.290072,-157.821291,58289,89478,21.40715337,-157.7784686,21.399381,-157.744098
184752,77330,1771223,39.02973675,-94.59441329,38.974747,-94.69811,76917,89461,38.95770632,-95.26233932,38.964466,-95.240359
143748,171995,4687598,39.99031427,-75.15850002,39.916569,-75.159038,167583,89295,39.97293664,-75.58266243,39.951817,-75.601562
183463,2049,358056,34.75094466,-86.66199479,34.701414,-86.624047,2799,89084,34.54207583,-86.97912138,34.582821,-87.008366
106905,153826,425933,39.13180976,-84.50931154,39.128925,-84.516085,154212,88989,39.22007779,-84.56449788,39.239035,-84.541266
183631,136032,49872705,40.63950925,-74.29045518,40.781545,-73.94959,89786,88897,38.3144973,-76.47948239,38.262258,-76.469161
116292,40333,3487719,38.922934,-77.12442147,38.929186,-77.039296,89205,88822,39.09522563,-76.84839724,39.094838,-76.862638
31781,136032,8805410,40.73752218,-73.92460772,40.781545,-73.94959,139943,88766,40.55029725,-74.16930774,40.556755,-74.165019
169417,94743,6155134,42.2687685,-71.22802055,42.336346,-71.081034,95245,88724,42.55544109,-71.77402466,42.585418,-71.791117
156173,54681,3707396,33.86121531,-84.33869838,33.778138,-84.38445,56946,88635,33.62185843,-83.99089837,33.622971,-84.004234
91876,188989,409288,31.76515508,-106.3552792,31.787069,-106.280473,188600,88574,31.89545566,-106.422049,31.908297,-106.415717
192883,73480,276063,37.9747557,-87.52386792,37.959229,-87.5407,79640,88370,37.76478665,-87.10007407,37.726813,-87.151407
203425,136032,189140095,37.29575073,-82.24982902,40.781545,-73.94959,110632,88231,37.31143462,-89.58682168,37.314056,-89.530817
208872,136032,217357521,37.4228517,-83.37244268,40.781545,-73.94959,59474,88222,39.85670872,-91.38382164,39.946743,-91.407496
185338,97866,278445,42.27524386,-85.61767845,42.287461,-85.592889,96220,88199,42.31657839,-85.19213348,42.321755,-85.169073
20098,14357,117749,34.19469348,-118.448491,34.203203,-118.445177,14181,88087,34.23029426,-118.4580034,34.229855,-118.45205
76385,184114,631958,29.45018676,-98.55590834,29.436877,-98.519092,184204,88019,29.41902698,-98.66872623,29.431624,-98.665707
75821,41798,871803,26.19911773,-80.20091203,26.15319,-80.206433,49208,87926,26.33272498,-80.17180847,26.346463,-80.142714
16766,94743,398397,42.35779117,-71.1022517,42.336346,-71.081034,94826,87896,42.30688152,-71.0699917,42.312726,-71.063618
187177,102693,12666492,41.70154427,-82.18159197,42.420664,-83.157255,101407,87822,42.96266842,-82.4773482,42.97946,-82.437207
94056,57850,496862,21.33707566,-157.8855077,21.290072,-157.821291,58075,87786,21.33617003,-158.0413416,21.340713,-158.022037
188013,148591,7514264,35.47987523,-80.48224361,35.786011,-78.680179,205302,87779,36.62523634,-79.86740447,36.684258,-79.854597
27596,15244,3032153,33.99004734,-118.2725411,34.066842,-118.301495,18626,87544,33.90073486,-118.0853504,33.891074,-118.075269
35492,22226,1010305,33.78218411,-117.9271021,33.735989,-117.879436,18789,87517,33.83559538,-118.0573158,33.825424,-118.075476
56606,13313,99631,35.37223039,-118.9800859,35.379254,-118.969655,13453,87504,35.32025012,-119.0335235,35.313461,-119.008039
168840,30322,9648299,37.85476822,-121.8763559,37.339847,-121.835968,29087,87503,37.7325301,-121.439902,37.745885,-121.427798
47459,25623,127624,34.09712347,-117.4324719,34.10026,-117.44656,25698,87099,34.10282185,-117.3600559,34.081188,-117.3636
208876,207675,8386472,46.61222332,-122.3733521,47.619879,-122.324197,206678,87065,47.43979154,-120.3409916,47.424499,-120.317863
124825,45084,104177,26.58828245,-81.87317396,26.563291,-81.87928,45218,87016,26.61012097,-81.95462677,26.580657,-81.97892
60586,136032,11856551,40.7425868,-73.93670965,40.781545,-73.94959,141118,86977,40.69986526,-73.37566162,40.687309,-73.393506
174379,153826,2513263,39.37038725,-84.37347712,39.128925,-84.516085,150671,86683,39.93544503,-83.79913189,39.904958,-83.814132
180103,136032,48321729,40.63573279,-74.24777771,40.781545,-73.94959,169062,86489,39.96442501,-77.60319985,39.930182,-77.65693
188184,211654,102611,39.37864489,-80.24493625,39.275261,-80.356287,212244,86432,39.64012075,-79.94508027,39.629676,-79.948931
35245,191242,117059,29.72477873,-95.49294686,29.715277,-95.491289,191463,86382,29.70136957,-95.54902579,29.682753,-95.549754
109886,205347,208577,37.04251907,-76.40370186,37.031303,-76.454332,205384,86368,37.13542067,-76.53307912,37.115496,-76.537671
102768,77330,98923,38.97241396,-94.72146074,38.974747,-94.69811,77543,86183,38.87402441,-94.7698218,38.850041,-94.793706
115768,188989,525873,31.79050135,-106.3673203,31.787069,-106.280473,188686,86134,31.847791,-106.5439143,31.841121,-106.54636
148612,24242,261649,33.54954525,-117.1567281,33.550105,-117.16359,23728,86093,33.69009924,-117.2007243,33.695257,-117.220501
70701,197639,169678,30.33392001,-97.71458783,30.369957,-97.698192,197843,86022,30.23773774,-97.73939863,30.232752,-97.73058
179709,49885,14616652,27.27822101,-81.22420118,27.783201,-82.632914,43472,85964,29.52933531,-81.2189291,29.511409,-81.257213
207647,136032,214512175,37.43906171,-83.29389083,40.781545,-73.94959,198084,85860,28.82002521,-96.99308313,28.825894,-96.98841
77606,15244,10520250,33.97266325,-118.1821189,34.066842,-118.301495,13849,85813,34.23974249,-118.2675571,34.254276,-118.291727
105251,208070,102513,47.64109865,-122.1313893,47.62448,-122.135592,207988,85781,47.7090935,-122.1983278,47.706336,-122.207684
53401,41798,213318,26.15932696,-80.24317272,26.15319,-80.206433,41430,85460,26.21753375,-80.22401669,26.21699,-80.229714
74079,33688,114579,39.85334681,-105.0073668,39.834744,-105.012301,33576,85433,39.91413484,-104.9532237,39.917017,-104.948761
82293,152712,220835,40.03211774,-82.98836656,39.996105,-83.013226,152862,85348,39.95354816,-82.95732625,39.945401,-82.978064
37771,46279,150093,25.95521967,-80.14780579,25.947161,-80.138803,46328,85323,25.89675751,-80.17727553,25.896985,-80.184322
173284,72105,1490639,39.80977508,-86.14300171,39.772231,-86.092943,71706,85319,40.08424002,-85.68377481,40.089697,-85.688036
201950,136032,160731810,38.27531314,-80.21508864,40.781545,-73.94959,55260,85232,31.21874158,-81.48263675,31.153468,-81.4926
118815,113125,151815,38.76776602,-90.55943784,38.766949,-90.512078,113210,85077,38.77859612,-90.71121811,38.761111,-90.686658
107967,11242,113154,37.75952066,-121.9411948,37.713809,-121.93607,11267,84943,37.68565203,-121.8805794,37.669824,-121.892901
41979,27070,114432,32.57188621,-117.0771912,32.559974,-117.05857,27168,84793,32.62318633,-117.0765165,32.642529,-117.091706
152698,5388,3543953,33.48128943,-112.0214386,33.47851,-112.172982,7682,84620,33.19675842,-111.5607363,33.166818,-111.555883
203607,9542,945879,34.75367693,-92.37529737,34.739313,-92.321319,9501,84556,35.32260618,-93.18983201,35.268196,-93.129487
214674,136032,228668895,37.37912566,-83.74319505,40.781545,-73.94959,107310,84469,47.3860254,-92.97063277,47.413086,-92.934186
180227,60041,11331885,42.06185201,-87.9342171,41.997296,-87.65714,65561,84344,41.15308362,-87.86272589,41.11558,-87.857538
167495,30322,6698241,37.64337628,-122.1164771,37.339847,-121.835968,21064,84246,38.30817451,-122.300063,38.301444,-122.308751
102485,136032,13667828,40.73774578,-73.93422402,40.781545,-73.94959,142801,84209,41.03214649,-73.77316873,41.022649,-73.76818
9258,60041,151304,41.9564106,-87.64993714,41.997296,-87.65714,60323,83765,41.89869574,-87.62685293,41.902816,-87.630791
12071,28196,395607,37.77666056,-122.4305592,37.784372,-122.412886,28477,83750,37.71673903,-122.4437248,37.713872,-122.44084
66902,105811,452884,44.96072181,-93.23324183,44.952841,-93.282121,106749,83624,44.97005246,-93.05229459,44.968942,-93.071796
208489,15244,44811791,35.21750252,-118.2320424,34.066842,-118.301495,4162,83320,35.20266368,-111.6227311,35.18748,-111.655961
32569,40333,601453,38.89296499,-77.05775575,38.929186,-77.039296,40472,83271,38.84604114,-76.98618148,38.870747,-76.977391
28968,60041,2259270,41.89569103,-87.69797244,41.997296,-87.65714,61131,83208,41.75479328,-87.56685794,41.772564,-87.574167
154485,146580,1024334,35.20550191,-80.81257445,35.1934,-80.721041,178232,83206,34.94766427,-81.03100663,34.9178,-81.035584
56559,25298,437793,34.06349755,-117.688894,34.065804,-117.702911,25529,83000,34.12654865,-117.5673401,34.112548,-117.558612
216887,136032,301122297,37.44254562,-91.44192753,40.781545,-73.94959,149557,82936,47.89652211,-97.01925488,47.909082,-97.039033
216506,136032,300451823,37.43764099,-91.42131203,40.781545,-73.94959,126709,82867,33.25148105,-104.4886969,33.368089,-104.53629
70619,84608,185933,29.95740259,-90.08746302,29.927681,-90.07095,83612,82701,29.91478531,-90.02328899,29.904914,-90.040403
186507,171781,83917,40.94754752,-76.85821451,40.868919,-76.784328,170554,82668,41.24403316,-76.95926105,41.24189,-77.017568
