a,b,c,d,e,f,g,h,pop,j,k,l,m
15183,103360,1125615467,30.44791303,114.3248822,34.875,113.625,126163,1912263,25.2417393,110.2829503,25.375,110.375
15251,105905,9222921,33.74304641,-7.24711519,33.625,-7.625,105340,2950010,33.99316596,-5.223639666,33.875,-5.625
15261,180176,5817545,-8.070014478,-35.09455378,-8.125,-34.875,178688,1291211,-7.13742206,-34.89037317,-7.125,-34.875
15364,94224,1974236,38.57106483,68.77141069,38.625,68.875,96007,1436388,37.84439319,68.78731652,37.875,68.875
15549,145509,7925326,15.66211841,32.54857125,15.375,32.625,147087,2021824,14.3343842,33.32096006,14.375,33.625
15606,190395,7984406,-15.60215156,35.18087513,-15.875,35.125,187669,6955105,-13.90295159,33.75531884,-13.875,33.875
15622,177262,4453708,-6.185717553,23.61386114,-6.125,23.625,176883,1925311,-5.895067667,22.50231099,-5.875,22.375
15704,167843,112199746,-0.761680996,32.57238045,0.125,34.625,163767,6252255,2.685122188,30.79763687,3.125,30.875
15712,103360,1137170655,30.41400193,114.2854831,34.875,113.625,86174,51996388,42.92437161,124.2870282,41.875,123.375
15713,103360,1189167043,30.96101847,114.7228012,34.875,113.625,93787,6266842,39.13339063,121.7923409,38.875,121.625
15714,103360,1195433885,31.00386062,114.759862,34.875,113.625,96815,61138240,37.45244913,126.9757647,37.625,127.125
15725,166130,11160535,1.35530408,103.8345868,1.375,103.875,163850,10751907,2.959523518,101.7385976,3.125,101.625
15775,89021,40126349,40.29840836,-74.84565163,40.625,-73.875,84504,6702257,42.28479688,-71.25574566,42.375,-71.125
15803,144426,2986759,16.06066873,108.0387625,16.125,108.125,146049,1186799,15.14996147,108.7434246,15.125,108.875
15815,75141,21657429,45.1911944,10.40299504,45.625,9.125,76651,2221958,45.10148459,7.64553853,45.125,7.625
15839,101381,16452088,35.69944307,51.31156405,35.625,51.375,99666,1708571,36.44030355,52.73731301,36.375,52.875
16018,114752,96364853,29.67342553,31.20225668,30.125,31.375,109609,46479028,33.59113395,35.89380403,32.125,34.875
16094,167843,119713693,-0.558821309,32.49516969,0.125,34.625,171915,5749941,-2.748804966,32.81415607,-2.625,32.875
16118,103360,1262492106,31.33199985,115.3608217,34.875,113.625,102791,2145684,35.08463071,126.7774619,35.125,126.875
16150,146835,47681718,14.93008207,120.9826991,14.625,121.125,148373,4464700,13.43507593,123.4258849,13.625,123.125
16194,103360,1267606268,31.35765231,115.3931641,34.875,113.625,72454,1901946,46.52673683,125.0315448,46.625,125.125
16343,159597,202689756,8.145217811,5.75926769,6.125,6.875,162417,4607362,4.051446847,9.599362987,4.125,9.625
16430,54818,70885377,50.48673901,6.651555794,52.125,4.375,63186,1341100,49.28816811,7.032019238,49.375,7.125
16431,54818,72226477,50.46448396,6.658620233,52.125,4.375,62387,1164419,49.42304478,6.077449033,49.625,6.125
16458,152365,47534739,10.71273756,106.0890243,10.875,106.625,151239,1437105,11.71086655,108.4966459,11.625,108.875
16468,152365,49141481,10.74465556,106.1655769,10.875,106.625,150172,1107346,12.24865534,109.125266,12.375,109.125
16519,147896,23371693,14.77618815,43.88309454,13.875,44.125,149383,1041294,12.89919586,44.97550092,12.875,45.125
16711,103360,1276705677,31.38991929,115.3912872,34.875,113.625,90695,3387804,40.00551633,113.2487251,40.125,113.375
16750,56276,49820535,52.21853821,-1.170931387,51.625,-0.125,47183,2445283,54.83693805,-1.491970306,54.875,-1.625
16774,153181,14635264,10.48430484,123.2575396,10.375,123.875,152000,1689770,11.15680329,124.7761984,11.125,124.875
16835,103360,1283603144,31.40803661,115.367582,34.875,113.625,91372,2698860,39.69186203,127.5599841,39.875,127.625
16961,201534,33928823,-23.40369338,-46.69674682,-23.625,-46.625,200527,16743740,-22.74535985,-43.24988969,-22.875,-43.375
16993,101639,86591823,35.31436164,137.7694169,35.625,139.625,106297,9815629,33.40047211,130.6350214,33.625,130.375
17000,101639,96897005,35.11912605,137.034614,35.625,139.625,99319,1571640,36.59105314,136.8503714,36.625,136.625
17045,54818,75087845,50.41637873,6.674966446,52.125,4.375,67261,3990962,48.15341946,11.46303955,48.125,11.625
17085,146107,10196197,14.63495459,-16.74277896,14.875,-17.375,148410,1604254,13.34981025,-16.60381523,13.375,-16.625
17180,54818,79078807,50.30217134,6.916611692,52.125,4.375,54114,2258284,52.29961466,10.03015985,52.375,9.875
17184,103360,1291523578,31.45892342,115.4136176,34.875,113.625,107423,1933511,33.10526776,107.0978989,33.125,107.125
17299,103360,1294610690,31.46189441,115.4020957,34.875,113.625,130319,1960541,23.39707783,103.0439439,23.375,103.375
17375,54818,81645334,50.36561834,7.003425477,52.125,4.375,73588,1902298,46.26741446,6.285894218,46.125,6.125
17390,152365,50499091,10.78350328,106.2385531,10.875,106.625,149807,1804859,12.68017259,108.1464197,12.625,108.125
17490,148326,28649891,13.76487121,100.6084215,13.625,100.625,149073,2344339,13.28422782,102.7398734,13.125,102.625
17518,89291,10712735,40.7147494,71.65643712,40.625,72.875,87955,3807807,41.11566549,69.35063736,41.125,69.375
17520,89291,14624955,40.82384716,71.04515712,40.625,72.875,89933,1264080,40.25953618,69.36769409,40.375,69.625
17629,159597,213456653,8.12022312,5.87344735,6.125,6.875,152962,4073440,10.15665776,11.44309687,10.375,11.125
17670,138048,54412119,19.62634202,-99.13768359,19.375,-99.125,135604,7108085,20.57737715,-103.259043,20.625,-103.375
17698,101354,1702827,35.52158007,44.30476562,35.625,44.625,101357,1025758,35.49147021,45.34456787,35.625,45.375
17701,54818,84279052,50.25623556,6.977127647,52.125,4.375,75141,24379363,45.16254215,10.17088135,45.625,9.125
18060,159597,221063824,8.170823002,6.000948449,6.125,6.875,160349,2842648,5.778868066,10.29707644,5.625,10.375
18100,143110,17105248,16.96621905,95.90241784,16.875,96.125,143968,1476672,16.5347308,97.6502617,16.375,97.625
18133,58575,1103531,50.78644358,12.64223921,50.875,12.875,57063,1036090,51.35244766,12.28174917,51.375,12.375
18196,125509,1776362888,23.74647677,80.18482099,25.625,85.125,158656,18906215,7.037497107,80.38943398,6.875,79.875
18238,103360,1309817256,31.45205702,115.3694052,34.875,113.625,103912,4793843,34.79771722,105.4546713,34.625,105.625
18244,114752,144664905,30.98869806,32.76176557,30.125,31.375,98352,2418797,36.95728533,34.98100435,36.875,35.125
18307,103360,1316074785,31.45949801,115.3238025,34.875,113.625,123323,1100265,26.625,101.7897621,26.625,101.625
18320,54818,110485195,49.08640919,7.728803421,52.125,4.375,64777,12895156,48.86543022,2.35366255,48.875,2.375
18400,103360,1318396961,31.45387119,115.3136927,34.875,113.625,100402,5736274,35.8865086,103.6512417,36.125,103.875
18409,54818,124280248,49.06502779,7.125850918,52.125,4.375,56276,53150718,52.34343877,-1.195392925,51.625,-0.125
18434,98383,6059019,36.58095793,42.91083616,36.875,42.875,101354,3726464,35.70074131,44.58476232,35.625,44.625
18461,139518,10550073,18.90737084,-72.54285699,18.625,-72.375,139528,9103642,18.76848881,-70.03466429,18.625,-69.875
18524,105905,14638362,33.922647,-6.587801576,33.625,-7.625,101254,2449555,35.74578612,-5.644298607,35.625,-5.875
18555,177333,164063459,-7.028351084,109.4315549,-6.125,106.875,172772,3344517,-3.339728988,104.6126934,-3.125,104.625
18659,158292,2203556,6.928351719,100.7715892,7.125,100.625,159786,1779787,6.078336551,102.1469473,6.125,102.125
18691,159597,225517643,8.159388936,6.043438707,6.125,6.875,154960,1059477,9.245257448,12.5480552,9.125,12.625
18756,160880,5732557,5.321413573,100.6090657,5.375,100.375,158292,4256911,6.547387912,101.3498886,7.125,100.625
18778,103360,1326207232,31.47511475,115.2597804,34.875,113.625,140434,1346021,18.43565823,109.5417754,18.375,109.375
18826,103360,1328228639,31.45890106,115.252128,34.875,113.625,108665,1348842,32.7300186,108.9278577,32.625,109.125
18906,103360,1334183921,31.45594766,115.2263074,34.875,113.625,125569,2116213,25.57977157,100.4612642,25.625,100.125
18920,103360,1336531460,31.44559608,115.2005356,34.875,113.625,88120,1108481,41.11147428,119.5509561,41.125,119.375
18945,143110,19312033,16.95156028,96.07036869,16.875,96.125,140388,1170012,18.61633898,95.49603978,18.375,95.625
19039,98901,28843687,36.26504912,3.546576375,36.625,3.125,103625,1433721,34.80447547,-1.646400258,34.625,-1.875
19061,54818,178541841,50.04093218,4.652879865,52.125,4.375,74367,3439785,45.70168822,4.871962092,45.875,4.875
19086,106591,17187480,32.89735988,44.46234858,33.375,44.375,112216,1691564,31.1290566,46.28715718,31.125,46.125
19122,101639,100161897,35.15338038,137.0194476,35.625,139.625,94990,3592382,38.112365,140.6547466,38.375,140.625
19129,101639,104269878,35.26517457,137.161633,35.625,139.625,96213,1510988,37.6937666,139.0000541,37.875,139.125
19207,87777,1526151,41.07811702,16.76994896,41.125,16.875,89738,1399199,40.40575134,17.79078664,40.375,17.375
19274,116413,2253149,29.49515129,-98.49439756,29.375,-98.625,113901,2193176,30.34121008,-97.74331301,30.375,-97.625
19611,158310,21004514,7.562075228,124.8171194,7.125,125.625,153181,17881452,10.55781245,123.4793225,10.375,123.875
19687,114752,148132044,31.122916,32.82425686,30.125,31.375,97741,1012931,37.02077548,38.88490689,37.125,38.875
19786,105905,19241426,34.03569522,-6.460212123,33.625,-7.625,110743,2701134,31.680192,-7.767277003,31.625,-7.875
19789,152365,54499684,10.90666016,106.3870249,10.875,106.625,147984,1556713,13.97790224,109.0372574,13.875,109.125
19823,147487,4414260,14.02252059,39.07432542,14.125,38.625,145534,1420408,15.23776549,38.8996658,15.375,38.875
19870,60871,2504623,50.10867659,14.4957537,50.125,14.375,57828,1413123,50.94893146,13.81894985,51.125,13.875
19878,103360,1355060885,31.44778485,115.1616716,34.875,113.625,101639,106125109,35.29747254,137.177201,35.625,139.625
20159,125509,1800946412,23.57363456,80.17451552,25.625,85.125,103360,1465716502,31.7291464,116.7465946,34.875,113.625
20236,60871,3996005,50.42082714,14.2344637,50.125,14.375,58575,2713724,51.09242972,12.4452296,50.875,12.875
20262,113532,2660450,30.61328206,47.64433301,30.625,47.625,112227,1192221,31.22127158,48.6697524,31.125,48.875
20284,94630,3181337,38.23268586,-0.727280896,38.375,-0.625,92220,2439563,39.47756694,-0.380612378,39.375,-0.375
20409,190261,4311601,-15.86728361,-47.99431821,-15.875,-48.125,191376,3062760,-16.63498291,-49.25156942,-16.625,-49.375
20490,54818,187930743,49.9181434,4.723639024,52.125,4.375,63202,1769427,49.50329676,11.03784424,49.375,11.125
20495,125509,3270281407,27.23799197,96.59133759,25.625,85.125,120455,1212077,27.9794517,102.2385837,27.875,102.125
20633,88412,5178102,40.87428217,14.42211171,40.875,14.375,85831,5152412,41.80570503,12.64699989,41.875,12.625
20641,125509,3273915381,27.24250544,96.60382391,25.625,85.125,133444,10744786,21.59779608,95.75637051,21.875,96.125
20770,125509,3286905411,27.227707,96.61123983,25.625,85.125,99221,3030501,36.66318799,101.7547351,36.625,101.875
20832,158609,89003829,8.822351234,38.35263423,6.875,38.375,147487,6468371,14.32449358,39.0216668,14.125,38.625
20856,54818,190349426,49.90598273,4.794302952,52.125,4.375,51961,1349644,53.11384372,8.620773145,53.125,8.875
20857,54818,191699070,49.92856746,4.82124295,52.125,4.375,50550,3666197,53.58623094,10.08360322,53.625,10.125
20963,102393,2772076,35.25536908,-80.8500915,35.125,-80.875,100098,1310714,36.06416484,-79.98528455,36.125,-79.875
21128,159597,237703518,8.22944645,6.091540959,6.125,6.875,153374,5715449,10.50378065,13.98161949,10.125,13.375
21147,102393,4082790,35.51501994,-80.57245915,35.125,-80.875,100677,1981186,35.84091473,-78.73152861,35.875,-78.625
21167,167975,4031139,-0.157754762,-78.55161696,-0.125,-78.375,169751,1114884,-1.31984628,-78.63714902,-1.375,-78.625
21188,127541,4863502,24.72020922,46.92876429,24.625,46.875,127005,2265956,24.87281538,45.33985744,24.875,45.375
21250,138048,64357132,19.74350244,-99.69507502,19.375,-99.125,132994,1329031,21.91578761,-102.332498,21.875,-102.375
21327,98287,4349159,36.8096238,10.20908821,36.875,10.125,101306,1737723,35.69663153,10.62017932,35.625,10.875
21375,205891,3808867,-26.96807873,-48.79592379,-27.125,-48.625,203813,3645548,-25.46585225,-49.24996468,-25.375,-49.125
21465,94224,6000854,38.15041467,68.82741015,38.625,68.875,98481,1307185,36.80497472,69.19262317,36.875,68.875
21484,169269,3452089,-0.60589874,100.4462656,-0.875,100.375,167179,2284409,0.510443237,101.377246,0.625,101.375
21533,125509,3299852260,27.24046665,96.6293466,25.625,85.125,126653,3369689,24.83130865,99.108221,25.125,99.125
21594,161643,14791813,4.472673845,-74.47376207,4.625,-74.125,163263,4341243,3.306780886,-76.50826108,3.375,-76.625
21597,161643,19310696,4.207370853,-74.94528702,4.625,-74.125,159090,4567368,6.237185563,-75.59107494,6.375,-75.625
21788,146835,55831372,14.79396616,121.257023,14.625,121.125,158310,40118039,8.971616842,124.2089726,7.125,125.625
22082,158434,4440793,6.467519793,-5.9631619,6.875,-5.375,158426,1859348,7.029787861,-7.577696859,6.875,-7.375
22100,166130,23049325,2.155988044,102.8034069,1.375,103.875,163221,10763396,3.316901724,98.83785557,3.625,98.625
22116,106591,20050667,32.71182504,44.67172962,33.375,44.375,113532,4721211,30.8712678,48.03005286,30.625,47.625
22129,159597,248545732,8.32500557,6.317299924,6.125,6.875,162746,4446675,3.857814181,11.52695039,3.875,11.625
22164,146835,96785650,12.3714675,122.4901647,14.625,121.125,141839,1048765,17.83080492,120.5291065,17.625,120.375
22225,114752,150426103,31.20413868,32.90057114,30.125,31.375,126966,1152496,24.60520969,32.90788753,24.875,33.125
22447,146462,24096432,14.57450592,-90.42939799,14.625,-90.625,145287,2211821,15.4916428,-88.04378423,15.375,-87.875
22454,146462,26724695,14.65879204,-90.20385572,14.625,-90.625,147246,1755853,14.20134608,-87.31149824,14.125,-87.125
22581,83605,1313308,42.85584893,129.8194521,42.875,129.625,85561,1021981,42.12265235,129.9512343,42.125,129.875
22700,146415,1690636,14.99725843,102.6647339,14.875,102.125,145637,1133417,15.23890115,104.6031497,15.375,104.875
22704,143989,3702280,16.15158997,102.9926127,16.375,102.875,146415,3070921,15.07661582,103.4978276,14.875,102.125
22710,148326,32796274,13.73698583,100.8068635,13.625,100.625,143989,7195557,15.64722899,103.1843144,16.375,102.875
22823,154057,3400700,9.655942232,-13.52875959,9.625,-13.625,156068,2347363,8.530855315,-13.10006745,8.375,-13.125
22864,159597,255640800,8.253512478,6.426088057,6.125,6.875,150701,1328724,11.88291003,13.1697053,11.875,13.125
22936,166130,33862766,2.52568157,101.5426792,1.375,103.875,160880,11234761,5.956455249,100.8648494,5.375,100.375
23183,159597,257856816,8.27646665,6.470142978,6.125,6.875,150351,2411993,12.12476399,14.82272943,12.125,15.125
23294,125509,3325989176,27.24284063,96.68590882,25.625,85.125,86186,1065034,41.75706668,126.0949596,41.875,126.375
23453,152365,59032143,11.09098774,106.4922295,10.875,106.625,148326,44393515,14.11452403,101.4740417,13.625,100.625
23467,201534,52924547,-23.14887893,-45.58574305,-23.625,-46.625,197986,1433232,-21.15587009,-47.92307683,-21.125,-47.875
23549,204494,3674144,-25.81333264,32.44989527,-25.875,32.625,203883,1108323,-25.05190849,31.14020676,-25.375,31.125
23586,152365,103770110,12.39014889,104.3360011,10.875,106.625,144426,5159123,15.87771916,108.1266041,16.125,108.125
23651,125509,3331025622,27.25198958,96.70509683,25.625,85.125,84884,1204223,42.27970224,118.9851565,42.375,118.875
23692,125509,3333020759,27.25915625,96.71572698,25.625,85.125,111226,2025720,31.73147585,130.8550414,31.625,130.625
23808,125509,3336247451,27.26214852,96.73976424,25.625,85.125,143110,23750366,17.15488219,96.05651752,16.875,96.125
23809,125509,3359997817,27.19070464,96.73493467,25.625,85.125,152365,109229376,12.5576118,104.5215973,10.875,106.625
23813,158434,7616720,6.539904775,-6.493330298,6.875,-5.375,160675,6384501,5.400810279,-4.026344365,5.375,-4.125
23815,159597,262742608,8.337544082,6.560258575,6.125,6.875,158434,14058717,6.018864817,-5.366376702,6.875,-5.375
23872,125509,3470082822,26.73121703,96.98121684,25.625,85.125,88749,3021000,40.79825182,111.5875799,40.875,111.625
23873,125509,3473103822,26.74345292,96.99392185,25.625,85.125,89404,3803466,40.42497508,109.9748798,40.625,109.875
24081,98383,12440306,36.28214103,43.67686143,36.875,42.875,96548,1021805,37.62765095,44.89282532,37.625,44.875
24100,54818,210293737,49.91266487,5.206511157,52.125,4.375,60871,7794293,50.722036,13.3091235,50.125,14.375
24146,138048,66492999,19.79237369,-99.75917132,19.375,-99.125,132458,1318297,22.12543882,-100.9217967,22.125,-100.875
24165,54818,218165417,49.94189821,5.498226163,52.125,4.375,54128,4570086,52.49512444,13.37154213,52.375,13.375
24231,119414,9127973,28.27990194,-81.91587791,28.125,-82.625,122893,1255578,26.49301119,-81.83366943,26.625,-81.875
24233,119414,10429245,28.05862262,-81.90799239,28.125,-82.625,124594,6609367,26.2137116,-80.23935876,25.875,-80.125
24375,71679,2968304,46.87506131,130.5366958,46.875,130.375,76344,1987742,45.59066997,130.8667269,45.375,130.875
24385,81768,5083422,43.54104189,4.892690052,43.375,5.375,81044,1514889,43.65515287,7.152507626,43.625,7.125
24386,54818,222956442,49.99533755,5.663636575,52.125,4.375,81768,6598311,43.56724033,5.41151567,43.375,5.375
24390,54818,229762295,49.80565873,5.658167069,52.125,4.375,88412,10978349,41.38454076,13.50365215,40.875,14.375
24400,177333,169452591,-6.923820626,109.2804479,-6.125,106.875,173985,1385252,-3.590605175,102.6572441,-3.875,102.375
24862,184878,4701620,-11.51974745,27.32288467,-11.625,27.375,186397,2236879,-12.81649639,28.27242427,-12.875,28.125
25246,166130,48383085,3.629590602,101.2818267,1.375,103.875,166112,1073680,1.600416325,99.14193102,1.375,99.125
25256,166130,50112214,3.564253991,101.2116068,1.375,103.875,169269,7621997,-0.063166533,100.7541951,-0.875,100.375
25299,180176,10004313,-7.875067321,-35.28177958,-8.125,-34.875,182359,2423325,-9.639223949,-36.05364628,-9.625,-35.625
25434,60126,10808818,50.04864931,19.54217718,50.375,18.875,64025,1542444,49.27379049,17.00233655,49.125,16.625
25439,60126,12552878,49.94248506,19.20471124,50.375,18.875,67280,4133399,48.18000134,16.65312032,48.125,16.375
25597,125509,3497218547,26.76649688,97.06339248,25.625,85.125,141376,2509847,17.81379258,102.7590626,17.875,102.625
25745,101381,20152881,35.7772225,51.43533709,35.625,51.375,97172,2178635,37.24630107,49.71390131,37.375,49.625
25785,123698,4400966,26.32779781,50.12880553,26.375,49.875,125949,2376698,25.32514691,51.45873613,25.375,51.375
25825,98383,13915202,36.38405211,43.79978156,36.875,42.875,95330,3009948,37.88686283,46.24726449,38.125,46.375
25908,106591,26571333,32.31929735,45.40390387,33.375,44.375,116666,3977157,29.21701158,47.97504452,29.375,47.875
25940,94224,11245065,37.87145471,68.73066282,38.625,68.875,91795,3944091,39.76388302,66.45068968,39.625,66.625
26002,149921,9131604,12.52461788,-1.484082451,12.375,-1.625,152121,2574917,10.91463992,-0.226039373,10.875,0.125
26148,89291,19002192,40.76104254,70.76555385,40.625,72.875,94224,16859454,38.40430076,67.97304204,38.625,68.875
26149,125509,3506299684,26.75875172,97.08183105,25.625,85.125,89291,35861646,39.65307946,69.45272442,40.625,72.875
26236,125509,3542830417,26.8902982,96.80244151,25.625,85.125,84715,1463879,42.36585888,69.62169167,42.375,69.625
26324,170932,5685115,-2.294451014,-79.830791,-2.125,-80.125,167975,5388594,-0.422565562,-78.56694237,-0.125,-78.375
26576,87817,25225233,40.88590747,29.2152175,41.125,28.875,94663,6650426,38.49436322,27.45458934,38.375,27.125
26745,87017,3599531,41.24365615,-81.46983298,41.375,-81.625,89657,1944556,40.43510999,-79.92958148,40.375,-79.875
26845,189336,1410057,-15.14439939,39.23620313,-15.125,39.375,188997,1094702,-14.6358646,40.35154202,-14.875,40.125
26859,142759,2557195,16.87582825,-92.80312378,16.875,-93.125,140488,2412636,18.02286576,-93.04683353,18.125,-92.875
26889,105905,27060574,33.74593708,-6.689965132,33.625,-7.625,97029,1518104,37.35298981,-5.949613795,37.375,-5.875
26933,180176,12944426,-8.240470029,-35.45409236,-8.125,-34.875,176841,2034956,-5.911507669,-35.28049575,-5.875,-35.125
26988,54818,250047523,49.39068051,6.081207514,52.125,4.375,57840,2448630,50.9818718,16.60314941,51.125,16.875
26989,54818,252496153,49.4061114,6.183246069,52.125,4.375,60126,18103245,49.43667204,18.50517413,50.375,18.875
27054,125509,3552853098,26.89788813,96.79484997,25.625,85.125,143127,2146271,16.77331352,100.0076178,16.875,100.375
27069,54818,271620707,49.41694978,7.025799016,52.125,4.375,68896,3495760,47.47602009,19.03309452,47.625,19.125
27206,106591,31344737,31.91158905,45.75694859,33.375,44.375,98383,17525371,36.65654323,44.27432955,36.875,42.875
27255,92746,2979543,39.38610321,-84.36263485,39.125,-84.625,90288,1969120,40.01100911,-82.94605103,40.125,-82.875
27348,146462,31065766,14.62554149,-89.90524355,14.625,-90.625,142759,5076313,17.4314553,-92.9229242,16.875,-93.125
27370,104603,24822264,33.69051649,-117.7459911,34.125,-118.375,108119,1615291,32.59560344,-115.2166479,32.625,-115.375
27543,101381,23628115,35.8812069,51.23959275,35.625,51.375,98424,1399253,36.81336443,54.4858068,36.875,54.625
27940,98901,34608245,36.12138093,3.191899824,36.625,3.125,98287,7624474,36.25740874,10.36377791,36.875,10.125
27954,204494,5095311,-25.63322859,32.1167247,-25.875,32.625,203256,1152476,-24.89039099,33.52019652,-24.875,33.625
28017,125509,3566743773,26.89547715,96.80909495,25.625,85.125,94918,5629320,38.43086518,106.2539938,38.375,106.375
28022,159597,289846131,8.236351429,5.825445179,6.125,6.875,155376,1757356,8.909005631,16.32962231,8.875,16.375
28035,167843,146299574,-0.571542688,32.51399804,0.125,34.625,173158,3414032,-3.327884522,37.10008591,-3.375,36.625
28036,167843,149713606,-0.634397624,32.61857805,0.125,34.625,174725,2582873,-4.432576195,35.10172359,-4.375,35.625
28051,166130,60994040,3.025426611,101.1077512,1.375,103.875,157124,1021651,7.919236731,98.375,7.875,98.375
28060,125509,3572400777,26.91365036,96.82401342,25.625,85.125,70091,1797388,47.32019617,123.7329989,47.375,123.875
28102,54818,281645715,49.38400052,7.305616411,52.125,4.375,73622,1066567,46.25708078,14.39516938,46.125,14.625
28161,146462,36462268,15.03412891,-90.34994395,14.625,-90.625,149123,1073133,13.12952996,-86.0331584,12.875,-85.875
28162,146462,37535401,14.97967664,-90.22652752,14.625,-90.625,150196,2658937,12.12030085,-86.31926194,12.125,-86.375
28209,54885,3363853,52.20783299,21.00651511,52.125,21.125,55606,1696712,51.73120424,19.48787537,51.875,19.375
28210,54818,282921012,49.37148139,7.338111592,52.125,4.375,54885,5060565,52.04802836,20.49734385,52.125,21.125
28284,154057,7259490,9.211712014,-13.19442306,9.625,-13.625,156866,2875980,8.026688381,-11.14383123,7.875,-11.625
28358,87817,33391600,40.30288656,28.84554657,41.125,28.875,91061,6005283,39.93117171,32.80035368,39.875,32.625
28363,159597,292268424,8.245118508,5.891853796,6.125,6.875,148108,2407652,13.48205378,2.294194094,13.625,2.125
28408,105905,29108016,33.96995846,-6.653893604,33.625,-7.625,98883,2094298,36.85382142,-4.239042748,36.625,-4.625
28514,208966,7389143,-29.78866482,30.8102045,-29.875,30.875,210863,1020991,-31.60369839,29.00639195,-31.625,28.875
28604,166130,62849580,3.106017797,101.0482938,1.375,103.875,161240,2351950,5.145788069,96.40428942,5.125,97.125
28650,89021,52167025,40.59030812,-74.38493971,40.625,-73.875,96396,1176601,37.50556423,-77.49043272,37.625,-77.375
28651,89021,53343626,40.52226789,-74.4534376,40.625,-73.875,98235,1670853,36.94269432,-76.33540555,36.875,-76.125
28703,102393,7602327,35.59995431,-79.89783949,35.125,-80.875,102987,1160853,34.84380764,-82.31920051,34.875,-82.375
28804,74412,1711578,45.96205578,16.00226122,45.875,16.125,70433,1042462,46.99524323,15.49424056,47.125,15.375
28805,54818,293085302,49.42604787,7.688119522,52.125,4.375,74412,2754040,46.35313893,15.80996472,45.875,16.125
28854,178412,10501780,-6.762905431,39.06924133,-6.875,39.125,177310,2104339,-6.145908466,36.37430608,-6.125,35.625
28856,178412,12638243,-6.659821415,38.61621292,-6.875,39.125,175475,2190780,-4.956397151,38.51245926,-4.875,38.375
28861,178412,15406875,-6.36867534,38.6276163,-6.875,39.125,174365,3247923,-3.883522831,39.65648528,-4.125,39.625
28864,167843,153071327,-0.708603765,32.66230736,0.125,34.625,178412,18772528,-5.927772181,38.80933712,-6.875,39.125
28960,146107,14152491,14.4913395,-16.59861759,14.875,-17.375,150586,1658236,12.18957721,-15.78246703,11.875,-15.625
29077,204770,20193388,-25.98153571,28.19362852,-26.125,28.125,200598,2497437,-23.41297163,30.1275329,-22.875,30.375
29080,204770,22806138,-25.69087231,28.41519181,-26.125,28.125,204494,6247787,-25.49620368,32.37561118,-25.875,32.625
29087,68173,5182454,48.3249409,38.35191485,47.875,37.875,70530,2148236,47.27533858,39.67672174,47.125,39.625
29140,125509,3582739969,26.93525547,96.86303233,25.625,85.125,99111,1179125,36.693441,66.89655412,36.625,67.125
29155,124574,10385722,25.74669852,-100.310187,25.875,-100.125,124023,3025114,26.07571227,-98.00061246,26.125,-98.375
29230,156805,2957393,8.078505588,-72.06138409,7.875,-72.375,157965,1540039,7.06675667,-73.18650153,7.125,-73.125
29246,146462,41009420,14.76892305,-89.91216362,14.625,-90.625,140482,1486409,18.09090474,-94.68904479,18.125,-94.375
29248,138048,71271707,19.84782382,-99.7777686,19.375,-99.125,146462,42525660,14.88739125,-90.08191089,14.625,-90.625
29471,201534,59046108,-22.99206256,-45.81284735,-23.625,-46.625,196158,7755064,-19.87131334,-43.92426039,-19.875,-43.875
29502,106591,52825720,33.8067141,45.08398746,33.375,44.375,95911,1228699,37.98395101,40.05783933,37.875,40.125
29504,114752,153001342,31.16775045,32.927481,30.125,31.375,106591,54088449,33.90416579,44.96700569,33.375,44.375
29711,87715,5035860,41.39388684,-8.511700137,41.125,-8.625,94003,3684691,38.89264985,-9.108288151,38.625,-9.125
29717,119414,17365922,27.36333449,-81.26106259,28.125,-82.625,113965,1476240,30.23035601,-81.6154631,30.375,-81.625
29824,138048,115241638,17.98394815,-96.16363758,19.375,-99.125,142733,1071524,16.90107781,-99.83697099,16.875,-99.875
30004,54818,299731879,49.3876582,7.79959411,52.125,4.375,65664,1356541,48.64968539,21.82074989,48.625,21.375
30194,54818,301848453,49.38429575,7.881594547,52.125,4.375,87777,3620262,40.75832633,17.15345236,41.125,16.875
30332,98901,43572180,36.12658455,4.451928748,36.625,3.125,105905,31707923,34.18463395,-6.476390376,33.625,-7.625
30429,70365,2538662,47.17352861,-1.356977514,47.125,-1.625,67208,1181671,48.193225,-1.655966106,48.125,-1.625
30548,201534,67136564,-22.62762989,-45.59660378,-23.625,-46.625,205891,8315483,-26.18919026,-49.07973958,-27.125,-48.625
30586,159597,302200410,8.305756206,5.755203253,6.125,6.875,149921,14268476,12.09843951,-1.065097755,12.375,-1.625
30630,114752,210212103,31.95261885,36.15681857,30.125,31.375,104305,1496761,34.27622371,47.05560783,34.375,46.875
30641,77450,3280650,44.8173189,20.36710591,44.875,20.375,78182,2069464,44.37156227,18.41792114,44.625,18.625
30873,159597,317082190,8.480395623,5.441307659,6.125,6.875,154116,1046658,9.668547654,1.268506045,9.625,1.125
30958,125509,3599979782,26.96274967,96.89510243,25.625,85.125,146835,103307663,12.37713895,122.5412382,14.625,121.125
30987,125509,3703385512,26.55612878,97.61061296,25.625,85.125,158686,1092250,6.863089494,122.0699322,6.875,122.125
31007,54818,308084074,49.27159231,8.04247729,52.125,4.375,87109,7317364,41.56964554,2.16252574,41.375,2.125
